course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,Law of inertia of large numbers,Law of statistical regularity,Law of social sciences,Both (a) and (b),1,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Law of inertia of large numbers,Law of statistical regularity,Law of social sciences,Both (a) and (b),1,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Random sample is taken,The size of sample is large,The size of sample is low,#a] and #b],4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inductive Statistics,Inferential Statistics,Applied Statistics,Descriptive Statistics,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inductive Statistics,Inferential Statistics,Applied Statistics,Descriptive Statistics,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inductive Statistics,Inferential Statistics,Applied Statistics,Descriptive Statistics,3,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inductive Statistics,Inferential Statistics,Applied Statistics,Descriptive Statistics,2,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inferential Statistics,Inductive Statistics,Mathematical Statistics,Analytical Statistics,2,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inferential Statistics,Inductive Statistics,Mathematical Statistics,Analytical Statistics,2,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inferential Statistics,Inductive Statistics,Mathematical Statistics,Analytical Statistics,3,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Inductive Statistics,Mathematical Statistics,Applied Statistics,Analytical Statistics,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Association of attributes,Correlation and regression.,Mathematics of finance,(a) and (b)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Fiscal policies,Personnel policies,Training policies,All of the above,1,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Economic problems,Formulation of economic policies,Both (a) and (b),Neither (a) nor (b),3,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Economics,Business management,Commerce and industry,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,TRUE,FALSE,Partly true,None of above,1,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Test and verification of economic theories/ principles/hypothesis,Understanding and study of economic problems,Economic planning,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Measurement of national income and components,Business management,Research,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Statistics does not deals with qualitative data and descriptive facts.,Statistics deals with groups and not with individuals.,Statistical laws are not exact.,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,"Statistics deal with figures which are innocent by themselves and do not bear on their face the level of their quality and can be easily distorted, manipulated by dishonest politicians or unscrupulous people for their selfish motives.",Statistics deals with groups and not with individuals.,Statistics does not deals with qualitative data and descriptive facts.,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,Statistics helps in the formulation of various policies.,Statistical laws are not exact.,Statistics make forecasting easier.,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,An ounce of truth will produce tonnes of statistics.,It can prove anything.,It can prove nothing.,All of above,4,,1,Stastical Description Of Data,60,Quatitative Aptitude
CA CPT QT,"There are blue balls,four red balls and five green balls.In how many ways can they be arranged in a row?","26,720","27,720","27,820","26,620",2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If C(n,r) :&nbsp;C(n,r+1) = 1:2 and C(n,r+1): C (n,r + 2) = 2:3,determine the value of n and r:","(14,4)","(12,4)","(14,6)",None,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Six seats of articled clerks are vacant in a 'Chartered Accountant Firm'.How many different batches of candidates can be chosen out of ten candidates?,216,210,220,None,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"Six persons A,B,C,D,E and F are to be seated at a circular table.In how many ways can this be done,if A must always have either B or C on his right and B must always have either C or D on his right?",3,6,12,18,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,If <SUP><SMALL>n</SMALL></SUP>P<SUB><SMALL>r</SMALL></SUB> = <SUP><SMALL>n</SMALL></SUP>P<SUB><SMALL>r+1</SMALL></SUB> and <SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>r </SMALL></SUB>= <SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>r-1</SMALL></SUB> then find the value of 'n',2,3,4,5,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,How many six digit telephone numbers can be formed by using 10 distinct digits?,10<SUP><SMALL>6</SMALL></SUP>,6<SUP><SMALL>10</SMALL></SUP>,<SUP><SMALL>10</SMALL></SUP>C<SUB><SMALL>6</SMALL></SUB>,<SUP><SMALL>10</SMALL></SUP>P<SUB><SMALL>6</SMALL></SUB>,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,In how many ways a committee of 6 members can be formed from a group of 7 boys and 4 girls having at least 2 girls in the committee.,731,137,371,351,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Number of ways of painting a face of a cube by 6 colours is ---------,36,6,24,1,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,If --------- <SUP><SMALL>18</SMALL></SUP>C<SUB><SMALL>r</SMALL></SUB> = <SUP><SMALL>18</SMALL></SUP>Cr + 2 find the value of <SUP><SMALL>r</SMALL></SUP>C<SUB><SMALL>5</SMALL></SUB>.,55,50,56,None of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,7 books are to be arranged in such a way so that two particular books are always at first and last place.Final the number of arrangements.,60,120,240,480,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Find the number of arrangements in which the letters of the word 'MONDAY' be arranged so that the words thus formed begin with 'M' and do not end with 'N'.,720,120,96,None.,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"In how many ways can 17 billiard balls be arranged if 7 of them are black,6 red and 4 white?",4084080,1,8043040,None of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,(n+1) ! = 20 (n  1) ! find n,6,5,4,10,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"Out of 4 gents and 6 ladies,a committee is to be formed find the number of ways the committee can be formed such that it comprises of at least 2 gents and at least the number of ladies should be double of gents.",94,132,136,104,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"In a bag,there were 5 white,3 red,and 2 black balls.Three balls are drawn at a time what is the probability that the three balls drawn are white?",1/12/2016,1/24/2016,1/120,None of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,In how many ways can the letters of 'REGULATION' be arranged so that the vowels come at odd places?,1/252,1/144,144/252,None of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of triangles that can be formed by choosing the vertices from a set of 12 points,seven of which lie on the same straight line,is:",185,175,115,105,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,A code word is to consist of two English alphabets followed by two distinct numbers between 1 and 9.How many such code words are there?,"6,15,800","46,800","7,19,500","4,10,800",2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"A boy has 3 library tickets and 8 books of his interest in the library.Of these 8,he does not want to borrow Mathematics part II unless Mathematics part  I is also borrowed? In how many ways can he choose the three books to be borrowed?",41,51,61,71,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,An examination paper consists of 12 questions divided into two parts A and B.Part A contains 7 questions and part B contains 5 questions.A candidate is required to attempt 8 questions selecting at least 3 from each part.In how many maximum ways can the candidates select the questions?,35,175,210,420,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"A Supreme Court Bench consists of 5 judges.In how many ways,the bench can give a majority division?",10,5,15,16,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"Given: P (7,k) = 60 P (7,k  3).Then:",k = 9,k = 8,k = 5,k = 0,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which n books can be arranged on a shelf so that two particular books are not together is:,(n-2)&nbsp;x (n-1)!,(n-2)&nbsp;x (n+1)!,(n-1)&nbsp;x (n+1)!,(n-2)&nbsp;x (n+2)!,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,In how many ways can the letters of the word FAILURE be arranged so that the consonants may occupy only odd positions?,576,476,376,276,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Five bulbs of which three are defective are to be tried in two lights points in a dark-room.In how many trials the room shall be lighted?,10,7,3,None of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"In how many ways can a party of 4 men and 4 women be seated at a circular table,so that no two woman are adjacent?",164,174,144,154,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The value of <IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\Basic Concepts1_image002_0000.png""> is:",29,31,35,26,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <SUP><SMALL>6</SMALL></SUP>P<SUB><SMALL>r </SMALL></SUB>= 24 <SUP><SMALL>6</SMALL></SUP>C<SUB><SMALL>r</SMALL></SUB>,then find r:",4,6,2,1,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Find the number of combinations of the two letters of the word COLLEGE taken four together.,18,16,20,26,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,How many words can be formed with the letters of the word 'ORIENTAL' so that A and E always occupy odd places:,540,8640,8460,8450,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <SUP><SMALL>1000</SMALL></SUP>C<SUB><SMALL>98</SMALL></SUB> = <SUP><SMALL>999</SMALL></SUP>C<SUB><SMALL>97</SMALL></SUB> + <SUP><SMALL>x</SMALL></SUP>C<SUB><SMALL>901</SMALL></SUB>,find x:",999,998,997,1000,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"How many numbers greater than a million can be formed with the digits 4,5,5,0,4,5,3 ?",260,360,280,380,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,A building contractor needs three helpers and ten men apply.In how many ways can these selections take place ?,36,15,150,120,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Six points are on a circle.The number of quadrilaterals that can be formed are:,30,360,15,None of the above,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways of arranging 6 boys and 4 girls in a row so that all 4 girls are together is:,6!.4!,2 (7!.4!),7!.4!,2.(6!.4!),3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"How many numbers not exceeding 1,000 can be made from the digits 1,2,3,4,5,6,7,8,9 if repetitions is not allowed.",364,585,728,819,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"A garden having 6 tall trees in a row.In how many ways 5 children stand,one in a gap between the trees in order to pose for a photograph?",24,120,720,30,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,15C<sub><small>3</small></sub> + 15C<sub><small>3</small></sub> is equal to:,16<SUB><SMALL>C3</SMALL></SUB>,30<SUB><SMALL>C16</SMALL></SUB>,15<SUB><SMALL>C16</SMALL></SUB>,15<SUB><SMALL>C15</SMALL></SUB>,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,How many ways a team of 11 players can be made out of 15 players if one particular player is not to be selected in the team.,364,728,"1,001","1,234",1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"Find the number of arrangements of 5 things taken out of 12 things,in which one particular thing must always be included.","39,000","37,600","39,600","36,000",3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Exactly 3 girls are to be selected from 5 Girls and 3 Boys.The probability of selecting 3 Girls will be ---------.,5/28/2016,1/56,15/28,None.,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<img>Pre A-1_image010.png</img>is a symbol equal to,0,1,Infinity,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"In <sup><small>n</small></sup>P<sub><small>r,</small></sub> n is always",an integer,a fraction,a positive integer,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"In <sup><small>n</small></sup>P<sub><small>r,</small></sub> the restriction is",n > r,"n <span style=""font-family:Symbol; font-size:12.0pt; "">³</span> r","n <span style=""font-family:Symbol; font-size:12.0pt; "">£</span> r",none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>n</small></sup>P<sub><small>r</small></sub> = n (n-1) (n-2) ___ (n-r+1),the number of factors is",n,r-1,n-2,r,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<sup><small>n</small></sup>P<sub><small>r</small></sub> can also written as,<img>Pre A-1_image014.png</img>,<img>Pre A-1_image016.png</img>,<img>Pre A-1_image018.png</img>,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>n</small></sup>P<sub><small>4</small></sub> = 12 x <sup><small>n</small></sup>P<sub><small>2,</small></sub>the n is equal to",-1,6,5,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <SUP><SMALL>n</SMALL></SUP>P<SMALL><SUB>3</SUB>:</SMALL> <SUP><SMALL>n</SMALL></SUP>P<SUB><SMALL>2</SMALL></SUB> = 3 :&nbsp;1,then n is equal to",7,4,5,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"<sup><small>m+n</small></sup>P<sub><small>2</small></sub> = 56,<sup><small>m-n</small></sup>P<sub><small>2</small></sub> = 30 then","m = 6,n = 2","m = 7,n = 1","m = 4,n = 4",none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>s</small></sup>P<sub><small>r</small></sub> = 60,then the value of r is",3,2,4,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>n1+n2 </small></sup>P<sub><small>2</small></sub> = 132,<sup><small>n1+n2</small></sup>P<sub><small>2</small></sub> = 30 then,","n<sub><small>1</small></sub> = 6,n<sub><small>2</small></sub> = 6","n<sub><small>1</small></sub> = 10,n<sub><small>2</small></sub> = 2","n<sub><small>1</small></sub> = 9,n<sub><small>2</small></sub> = 3",none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways the letters of the word COMPUTER can be rearranged is,40320,40319,40318,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of arrangements of the letters in the word FAILURE,so that vowels are always coming together is",576,575,570,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<sup><small>4</small></sup>P<sub><small>3</small></sub> is evaluated as,43,34,24,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<sup><small>4</small></sup>P<sub><small>4</small></sub> is equal to,1,24,0,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<img>Pre A-1_image006.png</img>is equal to,5040,4050,5050,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,If 50 different jewels can be set to form a necklace then the number of ways is,<img>Pre B-1_image002.png</img> <br>,<img>Pre B-1_image002.png</img> <br>,<img>Pre B-1_image004.png</img> <br>,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,3 ladies and 3 gents can be seated at a round table so that any two and only two of the ladies sit together. The number of ways is,70,27,72,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which the letters of the word DOGMATIC can be arranged is,40319,40320,40321,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of arrangements of 10 different things taken 4 at a time in which one particular thing always occurs is,2015,2016,2014,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of permutations of 10 different things taken 4 at a time in which one particular thing never occurs is,3020,3025,3024,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Mr. X and Mr. Y enter into a railway compartment having six vacant seats. The number of ways in which they can occupy the seats is,25,31,32,30,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of numbers lying between 100 and 1000 can be formed with the digits 1, 2, 3, 4, 5, 6, 7 is",210,200,110,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of numbers lying between 10 and 1000 can be formed with the digits 2, 3, 4, 0, 8, 9 is",124,120,125,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,In a group of boys the number of arrangement of 4 boys is 12 times the number of arrangements of 2 boys. The number of boys in the group is,10,8,6,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The value of <img>Pre B-1_image006_0001.png</img> is,<sup><small>11</small></sup>P<sub><small>11</small></sub>,<sup><small>11</small></sup>P<sub><small>11</small></sub> -1,<sup><small>11</small></sup>P<sub><small>11</small></sub> +1,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,10 examination papers are arranged in such a way that the best and worst papers never come together.The number of arrangements is,<img>Pre A-1_image066.png</img>,<img>Pre A-1_image068.png</img>,<img>Pre A-1_image070.png</img>,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,n articles are arranged in such a way that 2 particular articles never come together.The number of such arrangements is,(n-2) <img>Pre A-1_image080.png</img>,(n-1) <img>Pre A-1_image082.png</img>,<img>Pre A-1_image084.png </img>,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If 12 school teams are participating in a quiz contest,then the number of ways the first,second and third positions may be won is",1230,1320,3210,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The sum of all 4 digit number containing the digits 2,4,6,8,without repetitions is",133330,122220,213330,133320,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of 4 digit numbers greater than 5000 can be formed out of the digits 3,4,5,6 and 7 (no.digit is repeated).The number of such is",72,27,70,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"4 digit numbers to be formed out of the figures 0,1,2,3,4 (no digit is repeated) then number of such numbers is",120,20,96,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways the letters of the word 'Triangle' to be arranged so that the word 'angle' will be always present is,20,60,24,32,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If the letters word 'Daughter' are to be arranged so that vowels occupy the odd places,then number of different words are",576,676,625,2880,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 7 girls form a ring is,700,710,720,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 7 boys sit in a round table so that two particular boys may sit together is,240,200,120,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The total number of 9 digit numbers of different digits is,<img>Pre B-1_image016_0001.png</img> <br>,<img>Pre B-1_image018_0001.png</img> <br>,<img>Pre B-1_image020_0001.png</img> <br>,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of ways in which 6 men can be arranged in a row so that the particular 3 men sit together, is",<sup><small>4</small></sup>P<sub><small>4 </small></sub>,<sup><small>4</small></sup>P<sub><small>4 </small></sub>x <sup><small>3</small></sup>P<sub><small>3 </small></sub>,<img>Pre B-1_image026_0003.png</img> <br>,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"There are 5 speakers A, B, C, D and E. The number of ways in which A will speak always before B is",24,<img>Pre B-1_image034.png</img> <br>,<img>Pre B-1_image036.png</img> <br>,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,There are 10 trains plying between Calcutta and Delhi. The number of ways in which a person can go from Calcutta to Delhi and return by a different train is,99,90,80,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 8 sweats of different sizes can be distributed among 8 persons of different ages so that the largest sweat always goes to be younger assuming that each one of then gets a sweat is,<img>Pre B-1_image042.png</img> <br>,5040,5039,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of arrangements in which the letters of the word MONDAY be arranged so that the words thus formed begin with M and do not end with N is,720,120,96,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The total number of ways in which six '+' and four '-' signs can be arranged in a line such that no two '-' signs occur together is,"<IMG src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\Pre B-1_image053.png""> <BR>","<IMG src=""C:\Documents and Settings\harshals\Desktop\Teacher application\AppImages\Pre B-1_image055.png""> <BR>",35,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways to which the letters of the word MOBILE be arranged so that consonants always occupy the odd places is,36,63,30,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,5 persons are sitting in a round table in such way that Tallest Person is always on the right side of the shortest person; the number of such arrangement is,6,8,24,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The value of <sup><small>12</small></sup>C<sub><small>4</small></sub> + <sup><small>12</small></sup>C<sub><small>3</small></sub> is,715,710,716,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>n</small></sup>p<sub><small>r</small></sub> = 336 and <sup><small>r</small></sup>C<sub><small>r</small></sub> = 56, then n and r will be","(3, 2)","(8, 3)","(7, 4)",none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,If <sup><small>18</small></sup>C<sub><small>r</small></sub> = <sup><small>18</small></sup>C<sub><small>r+2'</small></sub> the value of <sup><small>r</small></sup>C<sub><small>5</small></sub> is,55,50,56,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>r</small></sup>C<sub><small>r-1</small></sub> = 56, <sup><small>r</small></sup>c<sub><small>r</small></sub> = 28 and <sup><small>n</small></sup>c<sub><small>r+1</small></sub> = 8, then r is equal to",8,6,5,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,A person has 8 friends. The number of ways in which he may invite one or more of them to a dinner is,250,255,200,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of ways in which a person can chose one or more of the four electrical appliances : T.V, Refrigerator, Washing Machine and a cooler is",15,25,24,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>n</small></sup>c<sub><small>10</small></sub> = <sup><small>n</small></sup>c<sub><small>14,</small></sub> then <sup><small>25</small></sup>c<sub><small>n</small></sub> is",24,25,1,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Out of 7 gents and 4 ladies a committee of 5 is to be formed. The number of committees such that each committee includes at least one lady is,400,440,441,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"If <sup><small>28</small></sup>c<sub><small>2r</small></sub> : <sup><small>24</small></sup>c<sub><small>2r-4</small></sub> = 225 : 11, then the value of r is",7,5,6,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of diagonals in a decagon is,30,35,45,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,There are 12 points in a plane of which 5 are collinear. The number of triangles is,200,211,210,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of straight lines obtained by joining 16 points on a plane, no twice of them being on the same line is",120,110,210,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,At an election there are 5 candidates and 3 members are to be elected. A voter is entitled to vote for any number of candidates not greater than the number to be elected. The number of ways a voter choose to vote is,20,22,25,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Every two persons shakes hands with each other in a party and the total number of hand shakes is 66. The number of guests in the party is,11,12,13,14,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of parallelograms that can be formed from asset of four parallel lines intersecting another set of three parallel lines is,6,18,12,9,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 12 students can be equally divided into three groups is,5775,7575,7755,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 15 mangoes can be equally divided among 3 students is,<img>Pre C-1_image021.png</img> <br>,<img>Pre C-1_image023.png</img> <br>,<img>Pre C-1_image025.png</img> <br>,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,8 points are marked on the circumference of a circle. The number of chords obtained by joining these in pairs is,25,27,28,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,A committee of 3 ladies and 4 gents is to be formed out of 8 ladies and 7 gents. Mrs. X refuses to serve in a committee in which Mr. Y is a member. The number of such committees is,1530,1500,1520,1540,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,If <sup><small>500</small></sup>C<sub><small>92 </small></sub>= <sup><small>499</small></sup>C<sub><small>92</small></sub> + <sup><small>n</small></sup>C<sub><small>91</small></sub> then x is,501,500,502,499,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The Supreme Court has given a 6 to 3 decision upholding a lower court; the number of ways it can give a majority decision reversing the lower court is,256,276,245,226,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Five bulbs of which three are defective are to be tried in two bulb points in a dark room. Number of trials the room shall be lighted is,6,8,5,7,4,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The letters of the words CALCUTTA and AMERICA are arranged in all possible ways.The ratio of the number of there arrangements is,1:02,2:01,2:02,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The ways of selecting 4 letters from the word EXAMINATION is,136,130,125,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
