course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,Which of the following is false? An offer to be valid must ;,Contain a term the non-compliance of which would amount to acceptance,Intend to create legal relations,Have certain and unambiguous terms,Be communicated to the person to whom it is made,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"On the 5th of a month X makes an offer to Y, by a letter which reaches Y on 6th. On the 7th, Y posts his letter of acceptance. Meanwhile, on the 6th X posts a letter to Y revoking the offer. On seeing if Y sends a telegram to X on 8th confirming the acceptance given through his letter of the 7th. Discuss the legal effects of three letters and the telegram :",There is no contract between X and Y,The contract is concluded between X and Y on 7th when B posts the letter of acceptance,Either (a) or (b),None of the above,1,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,_____ Contract is good in substance but suffers from some technical defect:,Valid,Illegal,Voidable,Unenforceable,4,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"X Promises to pay Z Rs. 5,00,000 if Z can make his dead wife alive. Such an agreement is :",Valid,Void,Impossible to perform,Unenforceable,2,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"Agreement is defined in section ____ of the Indian Contract Act, 1872 :",2 (a),2,(c) 2 (g),2 (i),1,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"X makes a proposal to Y, which Y accepts. But before the acceptance came to the knowledge of X, Y revokes his acceptance by telegram : When is te revocation complete ?",When the telegram is received by X,When X accepts the revocation,When the telegram is dispatched,When the contents of the telegram come to the knowledge of X.,1,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,"When two parties exchange identical offers in ignorance at the time of each other's offer, the offers are called :",Counter offer,Cross offer,General offer,Special offer,2,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"An agreement which is enforceable by law at the option of one or more of the parties thereto, but not at the option of the other, is a :",Valid contract,Unenforceable contract,Voidable contract,Void agreement,3,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"X offers to sell his house to Y for Rs. 10 Lacs and states in his letter that the offer would be considered as accepted if acceptance is not communicated within a certain time. Here, the letter of X would :",Amount to a proposal,Amount to a promise,Not amount to a proposal,Amount to acceptance,3,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"L says to J, 'I shall sell my house, will you buy?' J says 'Yes, I shall buy'. The agreement is void due to :",Uncertainly of meaning,Uncertainly of price,Uncertainly of existence of subject matter,Uncertainly of quality of subject matter,2,2,SOGA 1930- PRELIMINARIES,Mercentile Law
CA CPT LAW,An Executed Consideration is :,An act of mutual exchange of promises,An act done in the expectation of a proposal,An act done in response to a positive promise,All of the above,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Which one of the following constitutes an offer in a sell  service store ?,Picking up an article and approaching the cashier's desk for payment,Display of goods at the shop window,There is no offer in such cases,When the customer asks for some goods,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"In case of illegal agreements, the collateral apartments are :",Valid,Voidable,Void,None,3,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"S agrees to sell his DVD player to R promising to deliver if on the date of payment. R promises to pay the amount, one month hence. This is an example of :",Void contract,Illegal contract,Unilateral contract,Bilateral contract,4,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,Goods displayed in a shop window with a price label will amount to :,Offer,Acceptance of offer,Invitation to offer,Counter offer,3,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,The communication of an acceptance is complete as against the acceptor :,When it is put in course transmission to him so as to be out of reach of the acceptor,When it comes to the knowledge of the proposer,When both the proposer and the acceptor declare the acceptance,When the acceptor accepts his acceptance in a court of law,2,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,The juristic concept of contract consists of :,Agreement & Obligation,Free Consent & Capacity,Other and Acceptance,Consideration & Coercion,3,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,An innocent promises collateral to the main illegal promise contained in a contract will be regarded as :,Valid,Void,Illegal,Voidable,3,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,S offered a reward to anyone who returns his lost dog. F bought the dog to S without having heard of the offer. Which of the following is correct ?,F is entitled to the reward,F is not entitled to the reward,S has to find the dog himself,No reward can be given for the return of lost dog,2,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"A, by a letter dated 10th January 2008, offers to sell his house to B for Rs. 40 Lacs. The letter reaches B on 17th January 2008 who posts his acceptance on 18th January 2008 which reaches A on 30th January 2008. Here, the communication of offer is complete on :",18.01.2008,30.01.2008,17.01.2008,10.01.2008,3,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"In the above question, the communication of acceptance is complete against A on 18th January 2008 and against B on :",18.01.2008,30.01.2008,17.01.2008,10.01.2008,2,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,An offer allowed to remain open for acceptance over a period of time is known as :,Standing offer,Continuing offer,Open offer,Al of the above,4,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,Offer to public in general is known as :,Cross offer,Counter offer,General offer,Standing offer,3,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,A invited B for a dinner at his house. B did not come on the appointed day. A cannot sue B as,There was no intention to create legal relationship,There was no promise,There was no acceptance,There was no offer,1,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,A promises is a :,Consideration,Contract,A accepted proposal,Proposal,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Is the statement or false : 'All contracts are agreements but all agreements are not contract',TRUE,FALSE,Partly true,Can't say,1,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,The Law of Contract extends to ______,Whole of India,Whole of India except the State of Jammu and Kashmir.,North India only.,South India only.,2,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"If the transaction is illegal, collateral transactions are",Void,Illegal,Unenforceable,None of these,2,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,An agreement enforceable by law is :,Obligation,Promise,Proposal,Contract,4,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,"X invites Y for his son's wedding. Y accepts the invitation. In this case there is an agreement but no contract, since ",There is no consideration,There is no intention to create legal relationship,There is no written document,There is no formal acceptance of the offer.,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"B's son is lost. A goes in search of B's son. Meanwhile, B makes an offer to pay Rs. 1,000 to the finder of his son: A finds B's son. Can A claim Rs. 1,000 from B ?","Yes, A has found B's son","No, A had no knowledge of the offer",No. A is hired by B,Non of these,2,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"A sent a proposal for sale of goods to B through a letter. However, letter was still in transit, A sent the letter of renovation of offer to B which was received by B before the first letter reached B.",The contract is valid,The revocation is valid as it reached B before the first letters reached B.,The contract is void,None of these,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,Voidable Contracts are :,Not enforceable by Law,Enforceable at the option of both the parties,Enforceable at the option of one party only,Enforceable at the option of one or more parties but not at the option of other or others.,4,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,B sends acceptance through telegram to A and it was lost in transit due to mishandling of postman. The contract is :,Voidable,Valid,Void,Illegal,2,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,The essential element of a valid contract is,Consideration,Free consent,Consensus  ad  item,All of these,4,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,Cash withdrawn through ATM of a Bank is :,Unilateral Contract,Tacit Contract,Executed Contract,Executory Contract,2,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,A Contract is :,An agreement between Indian Nationals.,An agreement enforceable by parties to contract,An agreement enforceable by law,Not an agreement at all.,3,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,Which of the following is false ? An offer to be valid must:,Contain a term the non-compliance of which would amount to acceptance,Be contain and definite,Be capable of creating legal relations,Be communicated to the person to whom offer is made.,2,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"A asks B a watch repairer, to repair his watch without forming any contractual relationship, still a legal relationship has arisen and it will create ____",Express Contract,Implied Contract,Tacit Contract,Formal Contract,2,2,ICA 1872- ACCEPTANCE,Mercentile Law
CA CPT LAW,A price list belongs to the category of :,An offer,An invitation to offer,Answer to querry,Acceptance of an offer,2,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,A sells some smuggled goods at Rs. 100. The contract is void on the ground :,Illegality,Opposed to public policy,Fraudulent,None of the above,2,2,ICA 1872- BASICS,Mercentile Law
CA CPT LAW,A one  sided contract in which only one party has to perform his promise called.,Bilateral contract,Executory contract,Unilateral contract,Executed contract,3,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,A contract known by conduct of parties.,Implied contract,Express contract,Unilateral contract,Tacit Contract,4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,Collateral agreement to an illegal agreement is :,Void,Valid,Lawful,Enforceable,1,2,ICA 1872- VOID AGREEMENTS/CONTRACTS,Mercentile Law
CA CPT LAW,"All agreements are contracts if they are Made by the free consent of the parties competent to contract, for a lawful consideration and with a lawful object and are not expressly declared as _____ by law.",Valid,Void,Lawful,forceable,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,When counter offer is made original offer.,Lapse,Change,Continue,None of the above,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,A prospectus issued by a company for subscription of its share and debentures is :,An invitation to make an offer to buy.,An express offer to sell the Share / Debentures.,Implied offer to sell the share / debenture.,None of the above,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,_____ is one sided contract in which only one party has to perform.,Unilateral contract,Bilateral contract,Illegal contract,Unenforceable contract,1,2,ICA 1872- VOID AGREEMENTS/CONTRACTS,Mercentile Law
CA CPT LAW,"In telephonic conversation, the acceptance is completed when :",The words are heard by offeror,The words are spoken by offeree,The words are heard and action is taken,None of these,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,"When offer is made to a definite person, it is known as.",Special offer,Counter offer,Cross offer,General offer,1,2,ICA 1872-OFFERS,Mercentile Law
CA CPT LAW,Which one of the following is relevant in normal circumstances in determining the amount of damages from breach of contract?,Normally expected loss,Difference between market price and contract price,Sudden closure price of production,Additional expenses for procuring the goods,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,A party who does not suffer any loss in case of breach of contract is entitled to:,Statutory damages,Liquidated damages,Exemplary damages,Nominal damages,4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,Specific Performance may be ordered by the court when :,Damages are in adequate remedy,Damages are not an adequate remedy,Defaulting party is not ready to pay damages,Contract is not voidable,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,Damages which an aggrieved party claim besides general damages for any loss he has suffered owing to special circumstances known to both the parties at the time of signing the contract are known as :,General damages,Special damages,Nominal damages,Vindictive damages,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"The remedies open to a person, suffering from breach of contract are :",Suit for Damages,Suit for Injunction,Suit upon Quantum Meruit,All of these,4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,_______ damages are measured on the basis of extent of shock to the sentiments of promisee,Vindictive,Nominal,Loss of reputation,Discomfort,1,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"In case of anticipatory breach, where the promisee elects to keep the contract alive, if during the time the contract remains open, some event happens discharging the promisor from his liability, the contract becomes :",Voidable,Illegal,Contingent,Void,4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,P contracts with Q to deliver possession of a house under construction within a period of six months; failing which he would pay the monthly rental of Q. The monthly rental payable by P for Q is in the nature of :,Penalty,Liquidated Damages,Exemplary Damages,Special Damages,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"N chartered M's ship and agreed to load it with a cargo in Orissa within 50 days. N was unable to supply the cargo but M continued to demand it. Meanwhile war broke out, rendering the performance impossible. In such a case :",M cannot sue for damages,Contract is discharged,Neither (a) nor (b),Both (a) and (b),4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,In which of the following cases a claim is not enforceable on the ground of quantum meruit?,A is engaged by B to write a book to be published in installments in weekly magazine. The magazine is abandoned after a few issues.,A is employed as a managing director in a company. After he renders service for sometime it is found that the directors were not qualified to appoint him as such.,"A undertakes to build a house for B for Rs. 25,000, but after having done half the work he abandons the contract. B afterwards completes the house.","A decorates B's first and fits a wardrobe and a book-case for a lump sum of Rs. 15,000. The work is done but B complaints of faulty workmanship.",3,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"G, a firm star agreed to act exclusively for Y, a firm producer, for one year. During the year, she contracted to act for some other producer. In this case, Y:",Can restrain G by an injunction,Cannot sue G at all,Has to produce the firm with other actors only,Cannot restrain G by an injunction,1,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"E contracts to marry F. Before the agreed date of marriage, E marries K. Here, F is entitled to use E for :",Anticipatory Breach in an express manner,Actual Breach in an express manner,Anticipatory Breach in an implied manner,Actual Breach in an implied manner,3,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,The phase 'Quantum Meruit' Literally means :,As soon as possible,As much as is earned,According to merit,Quantity of goods,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,The damages which are not natural and direct are known as :,Penalty,Liquidated damages,Ordinary damages,Remote damages,4,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"Generally, the following damages are not recoverable :",Ordinary Damages,Special Damages,Remote Damages,Nominal Damages,3,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,_______ damages are awarded to establish a right of decree for the breach of contract.,Ordinary damages,Nominal damages,Special damages,Liquidated damages,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"If a party refuses to perform his part of promise before the due date of performance, it is known as :",Advance breach of contract,Anticipatory breach of contract,Actual breach of contract,Accidental breach of contract,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,"Suman, age of 17 year, enter into a contract for the sale of property but breaches the contract before performance. Can buyer file any claim in this condition?",Yes,No,Can't say,None.,2,2,"ICA 1872- PERFORMANCE, DISCHARGE AND BREACH OF CONTRACTS",Mercentile Law
CA CPT LAW,Agreement without consideration is valid when made ?,Out of love and affection due to near relationship,To pay a time barred debt,To compensate a person who has already done something voluntarily,All of these,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration must move at the desire of :,The promisor,The promisee,The promisor or any third party,Both the promisor and the promisee,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Which of the following is not an exception to the rule. 'No consideration, No contract' :",Natural love and affection,Compensation for involuntary services,Completed gift,Agency,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A is indebted to B. He sells a trolley to C. C. promises to pay all debts of A to B. If C fails to pay, B has no right to use C because :",C is stranger to consideration,C is stranger to contract,Both,None,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Consideration is defined in the Indian Contract Act, 1872 in :",Section 2(f),Section 2(e),Section 2(g),Section 2(d),4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,The inadequacy of consideration will be taken into account by a court of law :,Always at the discretion of the court,When the promoter performs his promise,When absence of free consent is pleaded in the formation of the contract,When the promisor expresses his desire to get maximum return for his promise,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"Rohan promises to make a gift of Rs. 10,000 towards the repairs of a temple. The trustless of the temple on the faith of his promise incurs liabilities. Rohan does not pay. Can the trustless recover the promised amount from Rohan ?",The trustee cannot recover anything from Rohan,The trustee can recover to the extent of liabilities from Rohan,"The trustee can recover Rs. 10,000 from Rohan",None,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"A who was badly in need of money offer to sell his piano, worth Rs. 8,500 to B for Rs. 5,000. B refused to buy. A gradually lowered his price until Rs. 2,500 was reached, which B accepted. Before the piano was delivered A received an offer of a larger sum from X and he refused to carry out the contract with B claiming that the consideration was inadequate, is A liable to pay damages to B for failure to carry out his part of contract ?","No, as the consideration was inadequate A cancelled the contract","Yes, A is liable to pay damages to B for failure to carry out his part of the contract","No, as the contract was made due to Undue influence",Any of the above,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,'Privity of Contract' is subject to the exception :,Where a trust or charge is created,Where payment is made to a third party,Where payment is made by a third party,None of these,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Which of the following statement is true :,Consideration must be adequate,Consideration must result in a benefit to both the parties,"Consideration must be something, which a promisor is not already bound to do",Past consideration is no consideration in India,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,A consideration is :,A reason behind making a proposal,A condition of the fulfillment of the other's promise,Doing or abstaining from doing something at the desire of the promisor,Reward for something which one has done for another,3,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Which of the following in Void Contract ?,Agreement the meaning of which is certain,Agreement with unlawful consideration,Agreements with minor,"Agreement with inadequate consideration, if inadequacy is not supported by free consent",2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Payment of time-barred debt is :,Valid,Void,Illegal,Voidable,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,There can be a stranger to a,Contract,Promise,Agreement,Consideration,4,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Consideration in India may be :,"Past, present or future",Present only,Past only,Future only,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Contracts of love and affection are valid under which head.,Contract without consideration,Contract with consideration,Stranger to a consideration,None of these,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"In case of completed gifts, consideration is",Not required,Equal to the amount of gift,Less than the amount of gift,More than the amount of gift,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,"In a contract, consideration must be _____ and of some value",Real,Adequate,Specific,General,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Past consideration is valid in.,England only,India only,Both,None,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Stranger to a ________ can sue.,Contract,Consideration,Promise,Agreement,2,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,An agreement without consideration in case of natural love and affection is :,Valid if it is written and registered,Invalid even if it is written & registered,Valid even if t is written & registered,Any of the above,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Promise to pay a time barred debt given in writing is _____,Valid,Enforceable,Void,Voidable,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,Contract created to restrict the rights related to legal proceedings is,Void,Valid,Illegal,None.,1,2,ICA 1872- CONSIDERATION,Mercentile Law
CA CPT LAW,The basis of 'quasi contractual' relations is the :,Existence of a valid contract between the parties,Prevention of unjust enrichment at the expense of others,Existence of a voidable contract between the parties,Provisions contained in section 10 of the Indian Contract Act,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A says to B that he will give Rs. 500 to him if it rains and if doesn't rain B will give him Rs. Five hundred only. Which type of contract is this?,Wagering contract,Contingent contract,Valid contract,Quasi contract,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A agrees to pay B a sum of money if a certain ship does not return. The ship is sunk. A refuses to pay Advise B :,B can enforce the contract when the ship sinks,B can claim damages,B can not enforce the contract when the ship sinks,None,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"The Indian Contract Act deals with the following Quasi  Contractual Obligations  (i) Claim for necessaries supplied to a person incompetent to contract (ii) Responsibility of finder of goods (iii) Re-imbursement of money paid, due by another (iv) Obligation of person enjoying benefit of non  gratuitous act",(ii) & (iii),(i) & (ii),"(i), (ii) (iii) & (iv)",(iii) & (iv),3,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"Claim for necessaries of life supplied to a lunatic u/s 68 of the Indian Contract Act, can be enforced against :",The relative of the lunatic,The lunatic's property or estate,The guardian of the lunatic,The lunatic personally when he ceases to be lunatic,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"A person who finds goods belonging to another and takes them into his custody, is subject to the same responsibility as a :",Thief,Trespasser,Bailee,True Owner,3,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,_______ are the contracts implied by law :,Contingent contracts,Implied contract,Quassi contract,All of these,3,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"To claim reimbursement of money paid on behalf of another person, which of the following is not required?",Payment must be made to a third party to whom the another party was liable,Payment must be voluntary,There should be some legal or other coercive process compelling the payment,Original liability should be of another person,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A person enjoying the benefits of a lawful non  gratuitous act of another :,Is liable to compensate that another,Has to perform the same non  gratuitous act in return,Is not liable to compensate that another,That another cannot claim any compensation,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,The contracts in which law creates certain rights & obligations similar to those of a contract are :,Contingent contract,Constructive contract,Wagering contract,Quasi contract,4,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,U leaves his goods at V's place who consumes them. V is bound to pay the price. V's act of consumption goods constitutes an implied promise to pay. Under the principal of :,Deemed Contractual Obligations,Semi Contractual Obligations,Contractual Obligations,Quasi  Contractual Obligations,4,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,Wagering agreement is :,Valid,Void,Voidable,None of these,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,The Contract of General Insurance is :,Contingent,Valid,Voidable,None of these,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"A promised to give Rs. 50,000 to B, if B is selected as the President of Co-operative society. It is ______",Void contract,Contingent contract,Wagering contract,Illegal contract,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A supplies necessaries of life to B who is a son of a mental retarded person. A is entitled to be reimbursed out of B's property. This is :,An agreement with contract,An agreement without contract,A gratuitous agreement,A Quasi contract,4,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,Events in case of contingent contracts are :,Collateral and Uncertain,Certain and Collateral,Collateral,None of the above,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"A agrees to pay Rs. 1,000 to B if it rains. B promises to pay a like amount if it does not rain. The agreement is :",Quasi Contract,Contingent contract,Wagering contract,Voidable contract,3,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A contingent contract is a/an:,Absolute contract,Conditional contract,Uncertain contract,Unenforceable contract,2,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,A contingent contract dependent upon non happening of a future uncertain event becomes void when such event :,happens,does not happen,becomes impossible,None of these,1,2,ICA 1872- QUASI CONTRACTS,Mercentile Law
CA CPT LAW,"S, a seller of imitation jewellery, sells his business to B and promises, not to carry on business in imitation jewellery and real jewellery. The agreement is :",Fully valid,"Valid with regard to imitation jewellery, and void as regards real jewellery","Void with regard to imitation jewellery, and valid as regards real jewellery",Wholly void,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"S, a minor by fraudulently representing himself to be a major, induced L to lend him Rs. 4 Lakhs. He refused to repay it and L sued him for the money. The contract is :",Voidable at the option of the minor,Voidable at the option of L,"Wholly valid, S is liable to repay the amount",Totally void and S is not liable to repay the amount due,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Mistake as to foreign law is treated in the same manner as :,Mistake of Indian law,Mistake of fact,Misrepresentation,Fraud,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"Atul contracted to make and deliver 350 pairs of shoes to Bansi by 1st January. A strike of Atul's employees prevented him from fulfilling his contract. In a suit by Bansi for breach of contract, Atul claimed that the contract was termination by impossibility of performance. Was his defence good?","No, Atul is liable to Bansi for damages","Yes, doctrine of supervening impossibility applied","Yes, doctrine of frustration will apply",Option (b) but not (c),1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,An agreement is void if it is opposed to public policy. Which of the following does not cover this head?,Trading with an enemy,Trafficking in public offices,Marriage brokerage contracts,Contracts to do impossible acts,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,'Consensus-ad-idem' means :,General consensus,Reaching of contract,Reaching an agreement,Meeting of minds upon the same thing in same sense,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Parents or guardians shall ______ for breach of contract by minor :,Be held liable,Not be held liable,Be imprisoned,Not be questioned,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,The concept of 'Duress' under English Contract Law is similar to :,Undue Influence,Misrepresentation,Coercion,Fraud,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,X offers to sell a painting to Z which X knows is the copy of a well-know master piece. Z thinking that the painting is original decides to buy it a very high price. Is this a valid contract?,"Yes, price is not the criteria for setting aside the contract","No, X is guilty of fraud","Yes, Z has an erroneous belief as to the value of the painting",No X is guilty of misrepresentation,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"X agrees to pay 'Y' Rs 5,000 if Y delivers a judgement in his favour in a suit. 'Y' does so but X refuses to pay any money. In this contract which one of these gives the correct legal position of the agreement?",The agreement is void being opposed to public policy,The agreement is valid and enforceable,The agreement is voidable at the option of 'Y',"The agreement is void because the object is unlawful, forbidden by law",1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"In case, through the husband was a divorce, he did not disclose the fact of his previous marriage to his wife and in-laws. It was held that the consent was obtained by :",Mistake,Misrepresentation,Fraud,Undue influence,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
